timestamp,event,event type,data,event group,front gear num,front gear,rear gear num,rear gear
2025-02-26T13:28:41.000Z,rearGearChange,marker,805442821,,2,48,5,21
2025-02-26T13:28:41.000Z,rearGearChange,marker,805443588,,2,48,4,24
2025-02-26T13:28:46.000Z,rearGearChange,marker,805444355,,2,48,3,27
2025-02-26T13:32:06.000Z,rearGearChange,marker,805443588,,2,48,4,24
2025-02-26T13:32:06.000Z,riderPositionChange,marker,seated,,,,,
2025-02-26T13:32:07.000Z,rearGearChange,marker,805442821,,2,48,5,21
2025-02-26T13:32:08.000Z,rearGearChange,marker,805443588,,2,48,4,24
2025-02-26T13:32:15.000Z,rearGearChange,marker,805442821,,2,48,5,21
2025-02-26T13:32:17.000Z,rearGearChange,marker,805442310,,2,48,6,19
2025-02-26T13:32:23.000Z,rearGearChange,marker,805442821,,2,48,5,21
2025-02-26T13:32:26.000Z,rearGearChange,marker,805443588,,2,48,4,24
2025-02-26T13:32:34.000Z,rearGearChange,marker,805444355,,2,48,3,27
2025-02-26T13:32:40.000Z,rearGearChange,marker,805445122,,2,48,2,30
2025-02-26T13:32:48.000Z,rearGearChange,marker,805446145,,2,48,1,34
2025-02-26T13:32:52.000Z,rearGearChange,marker,805445122,,2,48,2,30
2025-02-26T13:33:43.000Z,rearGearChange,marker,805446145,,2,48,1,34
2025-02-26T13:33:49.000Z,rearGearChange,marker,805445122,,2,48,2,30
2025-02-26T13:33:52.000Z,rearGearChange,marker,805444355,,2,48,3,27
2025-02-26T13:33:59.000Z,riderPositionChange,marker,transitionToSeated,,,,,
2025-02-26T13:34:02.000Z,riderPositionChange,marker,seated,,,,,
2025-02-26T13:34:18.000Z,rearGearChange,marker,805445122,,2,48,2,30
2025-02-26T13:34:35.000Z,rearGearChange,marker,805444355,,2,48,3,27
2025-02-26T13:34:40.000Z,rearGearChange,marker,805443588,,2,48,4,24
2025-02-26T13:34:41.000Z,rearGearChange,marker,805442821,,2,48,5,21
2025-02-26T13:34:51.000Z,rearGearChange,marker,805442310,,2,48,6,19
2025-02-26T13:34:51.000Z,rearGearChange,marker,805441799,,2,48,7,17
2025-02-26T13:34:52.000Z,rearGearChange,marker,805441288,,2,48,8,15
2025-02-26T13:34:53.000Z,rearGearChange,marker,805441033,,2,48,9,14
2025-02-26T13:34:53.000Z,rearGearChange,marker,805440778,,2,48,10,13
2025-02-26T13:34:54.000Z,rearGearChange,marker,805440523,,2,48,11,12
2025-02-26T13:35:07.000Z,rearGearChange,marker,805440268,,2,48,12,11
2025-02-26T13:35:07.000Z,rearGearChange,marker,805440523,,2,48,11,12
2025-02-26T13:35:14.000Z,distanceDurationAlert,marker,1000.00,1,,,,
2025-02-26T13:35:35.000Z,rearGearChange,marker,805440268,,2,48,12,11
2025-02-26T13:36:43.000Z,distanceDurationAlert,marker,1000.00,1,,,,
2025-02-26T13:36:43.000Z,distanceDurationAlert,marker,10000.00,1,,,,
2025-02-26T13:37:38.000Z,rearGearChange,marker,805440523,,2,48,11,12
2025-02-26T13:37:38.000Z,rearGearChange,marker,805440778,,2,48,10,13
2025-02-26T13:37:40.000Z,rearGearChange,marker,805441033,,2,48,9,14
2025-02-26T13:38:07.000Z,rearGearChange,marker,805441288,,2,48,8,15
2025-02-26T13:38:28.000Z,distanceDurationAlert,marker,1000.00,1,,,,
2025-02-26T13:38:33.000Z,rearGearChange,marker,805441799,,2,48,7,17
2025-02-26T13:38:34.000Z,rearGearChange,marker,805442310,,2,48,6,19
2025-02-26T13:38:35.000Z,rearGearChange,marker,805441799,,2,48,7,17
2025-02-26T13:38:37.000Z,rearGearChange,marker,805441288,,2,48,8,15
2025-02-26T13:38:38.000Z,rearGearChange,marker,805441799,,2,48,7,17
2025-02-26T13:38:40.000Z,rearGearChange,marker,805441288,,2,48,8,15
2025-02-26T13:38:43.000Z,rearGearChange,marker,805441033,,2,48,9,14
2025-02-26T13:38:56.000Z,rearGearChange,marker,805440778,,2,48,10,13
2025-02-26T13:38:59.000Z,rearGearChange,marker,805440523,,2,48,11,12
2025-02-26T13:39:33.000Z,rearGearChange,marker,805440778,,2,48,10,13
2025-02-26T13:39:35.000Z,rearGearChange,marker,805440523,,2,48,11,12
2025-02-26T13:39:38.000Z,rearGearChange,marker,805440268,,2,48,12,11
2025-02-26T13:39:46.000Z,rearGearChange,marker,805440523,,2,48,11,12
2025-02-26T13:39:47.000Z,rearGearChange,marker,805441033,,2,48,9,14
2025-02-26T13:39:54.000Z,rearGearChange,marker,805441799,,2,48,7,17
2025-02-26T13:39:55.000Z,rearGearChange,marker,805441288,,2,48,8,15
2025-02-26T13:39:59.000Z,distanceDurationAlert,marker,1000.00,1,,,,
2025-02-26T13:40:02.000Z,rearGearChange,marker,805441033,,2,48,9,14
2025-02-26T13:40:03.000Z,rearGearChange,marker,805440778,,2,48,10,13
2025-02-26T13:40:14.000Z,rearGearChange,marker,805440523,,2,48,11,12
2025-02-26T13:40:35.000Z,rearGearChange,marker,805440778,,2,48,10,13
2025-02-26T13:40:42.000Z,rearGearChange,marker,805440523,,2,48,11,12
2025-02-26T13:40:43.000Z,rearGearChange,marker,805440268,,2,48,12,11
2025-02-26T13:40:56.000Z,rearGearChange,marker,805440523,,2,48,11,12
2025-02-26T13:41:05.000Z,rearGearChange,marker,805440778,,2,48,10,13
2025-02-26T13:41:06.000Z,rearGearChange,marker,805440523,,2,48,11,12
2025-02-26T13:41:13.000Z,rearGearChange,marker,805440268,,2,48,12,11
2025-02-26T13:41:19.000Z,distanceDurationAlert,marker,1000.00,1,,,,
2025-02-26T13:41:29.000Z,rearGearChange,marker,805440523,,2,48,11,12
2025-02-26T13:42:01.000Z,rearGearChange,marker,805440268,,2,48,12,11
2025-02-26T13:42:29.000Z,rearGearChange,marker,805440523,,2,48,11,12
2025-02-26T13:42:39.000Z,rearGearChange,marker,805440778,,2,48,10,13
2025-02-26T13:42:41.000Z,distanceDurationAlert,marker,1000.00,1,,,,
2025-02-26T13:42:50.000Z,rearGearChange,marker,805441033,,2,48,9,14
2025-02-26T13:42:50.000Z,rearGearChange,marker,805441288,,2,48,8,15
2025-02-26T13:42:50.000Z,rearGearChange,marker,805441799,,2,48,7,17
2025-02-26T13:42:51.000Z,rearGearChange,marker,805442310,,2,48,6,19
